STABBR,UNITID,INSTNM,CITY,ZIP,ADM_RATE,UGDS,TUITIONFEE_IN,MN_EARN_WNE_P10
VA,233897,The University of Virginia's College at Wise,Wise,24293-4400,0.7751,1249.0,9825.0,
VA,233903,Virginia Highlands Community College,Abingdon,24212-0828,,1493.0,4598.0,
VA,233921,Virginia Polytechnic Institute and State University,Blacksburg,24061-0131,0.7006,27120.0,13230.0,
VA,233949,Virginia Western Community College,Roanoke,24015,,4312.0,5228.0,
VA,234030,Virginia Commonwealth University,Richmond,23284-2512,0.839,22393.0,13624.0,
VA,234076,University of Virginia-Main Campus,Charlottesville,22903-2628,0.2735,16207.0,16853.0,
VA,234085,Virginia Military Institute,Lexington,24450-0304,0.5314,1722.0,18214.0,
VA,234119,Virginia School of Hair Design,Hampton,23669,,21.0,,
VA,234137,Virginia University of Lynchburg,Lynchburg,24501,,271.0,9800.0,
VA,234155,Virginia State University,Petersburg,23806,0.9111,4265.0,8726.0,
VA,234164,Virginia Union University,Richmond,23220,0.4392,1211.0,17448.0,
VA,234173,Virginia Wesleyan University,Virginia Beach,23455,0.6988,1369.0,36660.0,
VA,234207,Washington and Lee University,Lexington,24450-2116,0.22,1819.0,50170.0,
VA,234359,Wilson Workforce and Rehabilitation Center,Fishersville,22939-1500,1.0,138.0,,
VA,234377,Wytheville Community College,Wytheville,24382-3308,,1489.0,4613.0,
VA,248934,ECPI University,Virginia Beach,23462,0.7129,11512.0,15051.0,
VA,366793,Baptist Theological Seminary at Richmond,Henrico,23228,,,,
VA,377449,Centura College-Newport News,Newport News,23608,,179.0,15887.0,
VA,377458,Centura College-Norfolk,Norfolk,23518-4833,,193.0,16337.0,
VA,377485,Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,23456-2499,,26.0,,
VA,382957,Fortis College-Richmond,Richmond,23230,,404.0,14359.0,
VA,406495,Graham Webb International Academy of Hair,Arlington,22209-2131,,71.0,,
VA,419457,Argosy University-Northern Virginia,Arlington,22209,,48.0,13438.0,
VA,420024,Centura College-Chesapeake,Chesapeake,23320,,190.0,16637.0,
VA,427894,CET-Alexandria,Alexandria,22312,,114.0,,
VA,427973,Aviation Institute of Maintenance-Chesapeake,Chesapeake,23320,,183.0,16757.0,
VA,427982,Centura College-Richmond Main,Richmond,23235-5250,,98.0,16337.0,
VA,430254,Cortiva Institute-Virginia,Charlottesville,22901,,60.0,,
VA,430306,Cayce/Reilly School of Massage,Virginia Beach,23451,,28.0,,
VA,431266,Henrico County-Saint Marys Hospital School of Practical Nursing,Henrico,23294,0.5962,93.0,,
VA,432348,Appalachian School of Law,Grundy,24614-2825,,,,
VA,437097,University of Management and Technology,Arlington,22209-1609,,840.0,9450.0,
VA,437769,Chester Career College,CHESTER,23836,,181.0,,
VA,438498,Stratford University,Fairfax,22030,,1890.0,15135.0,
VA,438647,Altierus Career College-Chesapeake,Chesapeake,23320-2639,,175.0,10407.0,
VA,440341,The Art Institute of Washington,Arlington,22209-1802,,498.0,17590.0,
VA,441858,Eastern Virginia Career College,Fredericksburg,22408,,185.0,,
VA,441876,Rudy & Kelly Academy-A Paul Mitchell Partner School,Virginia Beach,23464,,210.0,,
VA,442639,University of the Potomac-VA Campus,FALLS CHURCH,22043-2536,,37.0,13884.0,
VA,442806,Edward Via College of Osteopathic Medicine,Blacksburg,24060,,,,
VA,444282,Empire Beauty School-Midlothian,Midlothian,23112,,65.0,,
VA,445762,Aviation Institute of Maintenance-Manassas,Manassas,20109,,203.0,16757.0,
VA,445869,Divine Mercy University,Sterling,20166,,,,
VA,446206,Culpeper Cosmetology Training Center,Culpeper,22701-1055,,53.0,,
VA,448257,Avi Career Training,Great Falls,22066,,6.0,,
VA,449834,Virginia Beach Theological Seminary,Virginia Beach,23464-6847,,1.0,8210.0,
VA,449922,Appalachian College of Pharmacy,Oakwood,24631,,,,
VA,449931,Averett University-Non-Traditional Programs,Danville,24541,0.56,344.0,10800.0,
VA,449995,Paul Mitchell the School-Tysons Corner,McLean,22102,,209.0,,
VA,450599,Empire Beauty School-Richmond,Richmond,23294,,72.0,,
VA,451617,Dominion School of Hair Design,Gloucester Point,23062,,17.0,,
VA,455983,Columbia College,Vienna,22182,,347.0,,
VA,458113,Bethel College,Hampton,23666,,39.0,8100.0,
VA,458122,Institute of Advanced Medical Esthetics,Ashland,23005-2111,,18.0,,
VA,458496,The Art Institute of Virginia Beach,Virginia Beach,23462,,370.0,17590.0,
VA,459082,Virginia Polytechnic Institute & State University,Roanoke,24016-4950,,,,
VA,459107,Bryant & Stratton College-Hampton,Hampton,23666,,302.0,17223.0,
VA,459259,South University-Richmond,Glen Allen,23060,,504.0,17014.0,
VA,459268,South University-Virginia Beach,Virginia Beach,23452,,452.0,17014.0,
VA,460376,Fairfax University of America,Fairfax,22030-0000,0.2353,67.0,9608.0,
VA,460871,Chamberlain University-Virginia,Arlington,22202,0.3333,501.0,19375.0,
VA,460923,Virginia College-Richmond,Richmond,23225-5502,,440.0,,
VA,461412,Northern Virginia School of Therapeutic Massage,Falls Church,22042-4302,,129.0,,
VA,461449,Cosmopolitan Beauty and Tech School,Annandale,22003-3204,,115.0,,
VA,475194,Miller-Motte Technical College-Roanoke,Roanoke,24018,,74.0,10660.0,
VA,476179,Empire Beauty School-Virginia Beach,Virginia Beach,23462-6779,,146.0,,
VA,476568,Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,23608-5532,,15.0,,
VA,479248,Columbia College,Centreville,20121,,151.0,,
VA,480329,Altierus Career College-Woodbridge,Woodbridge,22192-6808,,224.0,,
VA,480930,Paul Mitchell the School-Woodbridge,Woodbridge,22192,,126.0,,
VA,481526,The Chrysm Insitute of Esthetics,Virginia Beach,23462-2980,,126.0,,
VA,482653,DeVry University-Virginia,Arlington,22202,0.7,227.0,17572.0,
VA,483726,Luckes Beauty Academy LLC,Newport  News,23601-1303,,32.0,,
VA,483780,IGlobal University,Vienna,22182-2734,,64.0,13820.0,
VA,483805,National Personal Training Institute,Vienna,22182-2412,,57.0,,
VA,483814,Standard Healthcare Services-College of Nursing,Falls Church,22043,0.4653,351.0,,
VA,484765,University of Phoenix-Virginia,Virginia Beach,23462,,191.0,9840.0,
VA,484923,Dermal Science International Aesthetics and Nail Academy,Reston,20190,,75.0,,
VA,486424,Saint Michael College of Allied Health,Alexandria,22309-2348,,45.0,16300.0,
VA,486594,Wave Leadership College,Virginia Beach,23454-2140,,52.0,7320.0,
VA,490106,Virginia University of Integrative Medicine,Fairfax,22031-5310,,,,
VA,490443,The Esthetic Institute,Vienna,22182-3818,,147.0,,
VA,11710401,Life Pacific University-Virginia,Christiansburg,24073,,,7228.0,
VA,16165101,Aesthetics Institute of Cosmetology - Winchester,Winchester,226015914,,,,
VA,23368401,Strayer University-Alexandria Campus,Alexandria,22314,,,13857.0,
VA,23368402,Strayer University-Woodbridge Campus,Woodbridge,22192,,,13857.0,
VA,23368403,Strayer University-Manassas Campus,Manassas,20109,,,13857.0,
VA,23368404,Strayer University-Loudoun Campus,Ashburn,20147,,,13857.0,
VA,23368405,Strayer University-Fredericksburg Campus,Fredericksburg,22406,,,13857.0,
VA,23368407,Strayer University-Henrico Campus,Glen Allen,23059,,,13857.0,
VA,23368408,Strayer University-Chesterfield Campus,Midlothian,23113,,,13857.0,
VA,23368409,Strayer University-Chesapeake Campus,Chesapeake,23320,,,13857.0,
VA,23368410,Strayer University-Newport News Campus,Newport News,23602,,,13857.0,
VA,23368411,Strayer University-Virginia Beach Campus,Virginia Beach,23462,,,13857.0,
VA,24893401,ECPI University-Newport News,Newport News,23606,,,14941.0,
VA,24893405,ECPI University-Manassas,Manassas,201091603,,,15246.0,
VA,24893410,ECPI University-Culinary Institute of Virginia,Norfolk,235131603,,,15108.0,
VA,24893411,ECPI University-Virginia Beach Health Sciences,Virginia Beach,234621603,,,15261.0,
VA,24893412,ECPI University-Richmond South,Richmond,232361603,,,14985.0,
VA,24893413,ECPI University-Innsbrook,Glen Allen,230601603,,,15263.0,
VA,24893414,ECPI University-Richmond West,Richmond,232941603,,,16039.0,
VA,24893415,ECPI University - Roanoke,Roanoke,240121603,,,15525.0,
